Rk,Player,Pos,Squad,Age,Born,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Matches,confederation,competition
1334,Thapelo Morena,MF,South Africa,32,1993,6,2,251,2.8,2,0,2,2,0,0,0,0,0.72,0.0,0.72,0.72,0.72,Matches,CAF,CAF WCQ
1351,Samuel Moutoussamy,MF,Congo DR,29,1996,11,11,1019,11.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF,CAF WCQ
1356,Lionel Mpasi,GK,Congo DR,31,1994,6,6,569,6.3,0,1,1,0,0,0,0,0,0.0,0.16,0.16,0.0,0.16,Matches,CAF,CAF WCQ
1362,Youssef Msakni,FW,Tunisia,35,1990,2,2,179,2.0,2,0,2,1,1,1,0,0,1.01,0.0,1.01,0.5,0.5,Matches,CAF,CAF WCQ
1368,Sibongiseni Mthethwa,MF,South Africa,31,1994,1,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF,CAF WCQ
1371,Khuliso Mudau,DF,South Africa,30,1995,8,8,720,8.0,1,0,1,1,0,0,1,0,0.12,0.0,0.12,0.12,0.12,Matches,CAF,CAF WCQ
1380,Ngal'Ayel Mukau,MF,Congo DR,21,2004,4,2,174,1.9,0,1,1,0,0,0,0,0,0.0,0.52,0.52,0.0,0.52,Matches,CAF,CAF WCQ
1383,Jackson Muleka,"FW,MF",Congo DR,26,1999,1,0,27,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF,CAF WCQ
1387,Abdul Mumin,DF,Ghana,27,1998,2,0,27,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF,CAF WCQ
1404,Mothobi Mvala,DF,South Africa,31,1994,3,3,240,2.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF,CAF WCQ
1418,Obite N'Dicka,DF,Côte d'Ivoire,26,1999,7,7,630,7.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF,CAF WCQ
1424,Ahmed Nabil Koka,MF,Egypt,24,2001,5,3,274,3.0,0,1,1,0,0,0,0,0,0.0,0.33,0.33,0.0,0.33,Matches,CAF,CAF WCQ
1446,Khulumani Ndamane,DF,South Africa,21,2004,2,1,128,1.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF,CAF WCQ
1450,Cherif Ndiaye,"FW,MF",Senegal,30,1996,5,0,81,0.9,1,0,1,1,0,0,0,0,1.11,0.0,1.11,1.11,1.11,Matches,CAF,CAF WCQ
1451,Iliman Ndiaye,"FW,MF",Senegal,25,2000,8,8,606,6.7,1,1,2,1,0,0,0,0,0.15,0.15,0.3,0.15,0.3,Matches,CAF,CAF WCQ
1463,Moutaz Neffati,DF,Tunisia,21,2004,1,0,10,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF,CAF WCQ
1472,Siyabonga Ngezana,DF,South Africa,28,1997,5,5,450,5.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF,CAF WCQ
1483,Moussa Niakhate,DF,Senegal,29,1996,8,8,688,7.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF,CAF WCQ
1485,Cheikh Niasse,MF,Senegal,26,2000,1,0,19,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF,CAF WCQ
1498,Mohau Nkota,MF,South Africa,21,2004,4,3,264,2.9,1,0,1,1,0,0,1,0,0.34,0.0,0.34,0.34,0.34,Matches,CAF,CAF WCQ
1520,Ernest Nuamah,"MF,FW",Ghana,22,2003,5,2,196,2.2,2,1,3,2,0,0,0,0,0.92,0.46,1.38,0.92,1.38,Matches,CAF,CAF WCQ
1521,Kasim Nuhu,DF,Ghana,30,1995,2,1,118,1.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF,CAF WCQ
1535,Denis Odoi,DF,Ghana,37,1988,2,1,135,1.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF,CAF WCQ
1536,Richard Ofori,GK,Ghana,32,1993,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF,CAF WCQ
1568,Christopher Operi,DF,Côte d'Ivoire,28,1997,3,1,98,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF,CAF WCQ
1569,Jerome Opoku,DF,Ghana,27,1998,5,2,194,2.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF,CAF WCQ
1570,Nicholas Opoku,DF,Ghana,28,1997,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF,CAF WCQ
1575,Ibrahim Osman,"FW,MF",Ghana,21,2004,1,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF,CAF WCQ
1591,Azzedine Ounahi,MF,Morocco,25,2000,5,3,232,2.6,2,2,4,2,0,0,0,0,0.78,0.78,1.55,0.78,1.55,Matches,CAF,CAF WCQ
1592,Adam Ounas,"FW,MF",Algeria,29,1996,2,0,62,0.7,0,1,1,0,0,0,0,0,0.0,1.45,1.45,0.0,1.45,Matches,CAF,CAF WCQ
1600,Elisha Owusu,MF,Ghana,28,1997,4,1,139,1.5,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF,CAF WCQ
1601,Prince Owusu,MF,Ghana,21,2004,1,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF,CAF WCQ
1608,Joseph Paintsil,"FW,MF",Ghana,27,1998,3,0,41,0.5,0,1,1,0,0,0,0,0,0.0,2.2,2.2,0.0,2.2,Matches,CAF,CAF WCQ
1616,Thomas Partey,MF,Ghana,32,1993,7,7,607,6.7,3,2,5,3,0,0,1,0,0.44,0.3,0.74,0.44,0.74,Matches,CAF,CAF WCQ
1620,João Paulo Fernandes,DF,Cape Verde,27,1998,8,7,620,6.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF,CAF WCQ
1627,Nicolas Pépé,"MF,FW",Côte d'Ivoire,30,1995,5,3,206,2.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF,CAF WCQ
1630,Kojo Peprah Oppong,DF,Ghana,21,2004,1,0,15,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF,CAF WCQ
1643,Charles Pickel,MF,Congo DR,28,1997,11,7,575,6.4,1,0,1,1,0,0,0,0,0.16,0.0,0.16,0.16,0.16,Matches,CAF,CAF WCQ
1644,Pico,DF,Cape Verde,33,1992,9,9,810,9.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF,CAF WCQ
1645,Kevin Pina,MF,Cape Verde,29,1997,7,7,617,6.9,0,2,2,0,0,1,1,0,0.0,0.29,0.29,0.0,0.29,Matches,CAF,CAF WCQ
1646,Wagner Pina,DF,Cape Verde,23,2002,2,2,180,2.0,0,1,1,0,0,0,0,0,0.0,0.5,0.5,0.0,0.5,Matches,CAF,CAF WCQ
1657,Ramy Rabia,DF,Egypt,32,1993,8,8,720,8.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF,CAF WCQ
1661,Hamza Rafia,"MF,FW",Tunisia,26,1999,3,3,237,2.6,1,0,1,1,0,0,1,0,0.38,0.0,0.38,0.38,0.38,Matches,CAF,CAF WCQ
1663,Soufiane Rahimi,MF,Morocco,29,1996,4,1,132,1.5,1,0,1,1,0,0,0,0,0.68,0.0,0.68,0.68,0.68,Matches,CAF,CAF WCQ
1682,Iqraam Rayners,FW,South Africa,30,1995,6,2,188,2.1,1,0,1,1,0,0,0,0,0.48,0.0,0.48,0.48,0.48,Matches,CAF,CAF WCQ
1686,Chadi Riad,DF,Morocco,22,2003,1,1,90,1.0,1,0,1,1,0,0,0,0,1.0,0.0,1.0,1.0,1.0,Matches,CAF,CAF WCQ
1688,Amir Richardson,MF,Morocco,24,2002,1,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF,CAF WCQ
1691,Kenny Rocha Santos,MF,Cape Verde,26,2000,1,1,60,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF,CAF WCQ
1693,Garry Rodrigues,FW,Cape Verde,35,1990,5,3,252,2.8,0,1,1,0,0,0,0,0,0.0,0.36,0.36,0.0,0.36,Matches,CAF,CAF WCQ
1697,Mohamed Ali Ben Romdhane,MF,Tunisia,26,1999,5,2,205,2.3,4,0,4,2,2,2,3,0,1.76,0.0,1.76,0.88,0.88,Matches,CAF,CAF WCQ
1702,Elias Saad,"MF,FW",Tunisia,26,1999,6,5,291,3.2,3,0,3,3,0,0,0,0,0.93,0.0,0.93,0.93,0.93,Matches,CAF,CAF WCQ
1705,Mahmoud Saber,MF,Egypt,24,2001,4,0,48,0.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF,CAF WCQ
1710,Noah Sadiki,MF,Congo DR,21,2004,5,4,373,4.1,0,1,1,0,0,0,0,0,0.0,0.24,0.24,0.0,0.24,Matches,CAF,CAF WCQ
1714,Wajdi Sahli,MF,Tunisia,28,1997,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF,CAF WCQ
1716,Ismael Saibari,MF,Morocco,25,2001,6,3,308,3.4,3,0,3,3,0,0,0,0,0.88,0.0,0.88,0.88,0.88,Matches,CAF,CAF WCQ
1721,Romain Saïss,DF,Morocco,35,1990,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF,CAF WCQ
1727,Mohamed Salah,"MF,FW",Egypt,33,1992,9,9,806,9.0,9,3,12,7,2,2,0,0,1.0,0.33,1.34,0.78,1.12,Matches,CAF,CAF WCQ
1736,Mohammed Salisu,DF,Ghana,26,1999,8,7,596,6.6,2,0,2,2,0,0,1,0,0.3,0.0,0.3,0.3,0.3,Matches,CAF,CAF WCQ
1749,Ahmed Samy,DF,Egypt,33,1992,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF,CAF WCQ
1752,Ibrahim Sangaré,MF,Côte d'Ivoire,28,1997,7,6,451,5.0,2,0,2,1,1,1,0,0,0.4,0.0,0.4,0.2,0.2,Matches,CAF,CAF WCQ
1757,Maroan Sannadi,FW,Morocco,24,2001,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF,CAF WCQ
1767,Ismaila Sarr,"MF,FW",Senegal,27,1998,7,6,517,5.7,3,1,4,3,0,0,0,0,0.52,0.17,0.7,0.52,0.7,Matches,CAF,CAF WCQ
1768,Ferjani Sassi,MF,Tunisia,33,1992,6,4,347,3.9,2,0,2,2,0,0,2,0,0.52,0.0,0.52,0.52,0.52,Matches,CAF,CAF WCQ
1769,Ahmed Sayed,MF,Egypt,30,1996,10,9,669,7.4,2,1,3,2,0,0,0,0,0.27,0.13,0.4,0.27,0.4,Matches,CAF,CAF WCQ
1770,Kingsley Schindler,"MF,DF",Ghana,32,1993,2,2,180,2.0,0,1,1,0,0,0,0,0,0.0,0.5,0.5,0.0,0.5,Matches,CAF,CAF WCQ
1773,Kamogelo Sebelebele,"DF,MF",South Africa,23,2002,2,0,25,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF,CAF WCQ
1775,Abdoulaye Seck,DF,Senegal,33,1992,4,3,302,3.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF,CAF WCQ
1779,Alidu Seidu,"DF,MF",Ghana,25,2000,4,4,288,3.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF,CAF WCQ
1786,Willy Semedo,"MF,DF",Cape Verde,31,1994,8,5,435,4.8,2,0,2,2,0,0,1,0,0.41,0.0,0.41,0.41,0.41,Matches,CAF,CAF WCQ
1787,Antoine Semenyo,"FW,MF",Ghana,26,2000,10,9,688,7.6,1,0,1,1,0,0,0,0,0.13,0.0,0.13,0.13,0.13,Matches,CAF,CAF WCQ
1792,Jean Seri,MF,Côte d'Ivoire,34,1991,4,1,120,1.3,0,1,1,0,0,0,0,0,0.0,0.75,0.75,0.0,0.75,Matches,CAF,CAF WCQ
1799,Mduduzi Shabalala,MF,South Africa,22,2004,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF,CAF WCQ
1810,Mohamed Shehata,MF,Egypt,24,2001,2,0,26,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF,CAF WCQ
1811,Mohamed El-Shenawy,GK,Egypt,37,1988,9,9,780,8.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF,CAF WCQ
1813,Mohamed Sherif,FW,Egypt,29,1996,2,0,20,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF,CAF WCQ
1822,Mostafa Shoubir,GK,Egypt,25,2000,1,0,30,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF,CAF WCQ
1829,Nkosinathi Sibisi,DF,South Africa,30,1995,6,5,480,5.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF,CAF WCQ
1830,Kwasi Sibo,MF,Ghana,27,1998,3,3,254,2.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF,CAF WCQ
1845,Abdallah Sima,"FW,MF",Senegal,24,2001,3,0,26,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF,CAF WCQ
1851,Razak Simpson,MF,Ghana,27,1998,1,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF,CAF WCQ
1854,Wilfried Singo,"DF,MF",Côte d'Ivoire,25,2000,6,4,392,4.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF,CAF WCQ
1860,Sphephelo Sithole,MF,South Africa,26,1999,5,5,389,4.3,0,2,2,0,0,0,0,0,0.0,0.46,0.46,0.0,0.46,Matches,CAF,CAF WCQ
1861,Ellyes Skhiri,MF,Tunisia,30,1995,6,5,495,5.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF,CAF WCQ
1862,Islam Slimani,FW,Algeria,37,1988,2,1,39,0.4,1,0,1,1,0,0,0,0,2.31,0.0,2.31,2.31,2.31,Matches,CAF,CAF WCQ
1863,Naïm Sliti,"MF,FW",Tunisia,33,1992,8,5,465,5.2,0,3,3,0,0,0,1,0,0.0,0.58,0.58,0.0,0.58,Matches,CAF,CAF WCQ
1865,Khaled Sobhi,DF,Egypt,30,1995,3,2,187,2.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF,CAF WCQ
1866,Mohamed Sobhy,GK,Egypt,26,1999,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF,CAF WCQ
1882,Jonathan Sowah,FW,Ghana,27,1999,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF,CAF WCQ
1889,Stopira,DF,Cape Verde,37,1988,1,0,5,0.1,1,0,1,1,0,0,1,0,18.0,0.0,18.0,18.0,18.0,Matches,CAF,CAF WCQ
1891,Ibrahim Sulemana,MF,Ghana,22,2003,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF,CAF WCQ
1892,Kamaldeen Sulemana,MF,Ghana,23,2002,5,1,131,1.5,1,0,1,1,0,0,1,0,0.69,0.0,0.69,0.69,0.69,Matches,CAF,CAF WCQ
1911,Chemsdine Talbi,MF,Morocco,20,2005,1,0,14,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF,CAF WCQ
1912,Montassar Talbi,DF,Tunisia,27,1998,10,10,900,10.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF,CAF WCQ
1922,Oussama Targhalline,MF,Morocco,23,2002,3,0,24,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF,CAF WCQ
1927,Percy Tau,MF,South Africa,31,1994,5,5,422,4.7,1,0,1,1,0,0,0,0,0.21,0.0,0.21,0.21,0.21,Matches,CAF,CAF WCQ
1928,Aílson Tavares,MF,Cape Verde,27,1998,2,0,27,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF,CAF WCQ
1929,David Tavares,MF,Cape Verde,26,1999,1,0,14,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF,CAF WCQ
1930,Heriberto Tavares,FW,Cape Verde,28,1997,2,1,59,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF,CAF WCQ
1931,Akram Tawfik,MF,Egypt,28,1997,1,0,33,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF,CAF WCQ
1954,Jean Thierry Lazare,MF,Côte d'Ivoire,27,1998,2,1,102,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF,CAF WCQ
1957,Brandon Thomas-Asante,"FW,MF",Ghana,27,1998,2,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF,CAF WCQ
1959,Cheikh Tidiane Sabaly,"FW,MF",Senegal,26,1999,4,0,54,0.6,0,2,2,0,0,0,0,0,0.0,3.33,3.33,0.0,3.33,Matches,CAF,CAF WCQ
1965,Tarik Tissoudali,"FW,MF",Morocco,32,1993,1,0,10,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF,CAF WCQ
1968,Houssem Tka,MF,Tunisia,25,2000,1,0,19,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF,CAF WCQ
1979,Ahmed Touba,DF,Algeria,27,1998,2,0,53,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF,CAF WCQ
1980,Sebastian Tounekti,MF,Tunisia,23,2002,2,1,48,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF,CAF WCQ
1982,Bazoumana Touré,FW,Côte d'Ivoire,19,2006,1,1,88,1.0,0,1,1,0,0,0,0,0,0.0,1.02,1.02,0.0,1.02,Matches,CAF,CAF WCQ
1991,Trézéguet,"MF,DF",Egypt,31,1994,10,9,799,8.9,5,2,7,5,0,0,1,0,0.56,0.23,0.79,0.56,0.79,Matches,CAF,CAF WCQ
1994,Aaron Tshibola,MF,Congo DR,31,1995,3,1,90,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF,CAF WCQ
1996,Axel Tuanzebe,DF,Congo DR,28,1997,5,5,480,5.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF,CAF WCQ
2007,Yan Valery,DF,Tunisia,26,1999,4,4,360,4.0,0,1,1,0,0,0,1,0,0.0,0.25,0.25,0.0,0.25,Matches,CAF,CAF WCQ
2008,Kévin Van Den Kerkhof,"DF,MF",Algeria,29,1996,2,0,56,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF,CAF WCQ
2010,Hélio Varela,FW,Cape Verde,23,2002,8,0,200,2.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF,CAF WCQ
2024,Vozinha,GK,Cape Verde,39,1986,10,10,900,10.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF,CAF WCQ
2028,Aaron Wan-Bissaka,"DF,MF",Congo DR,28,1997,6,6,549,6.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF,CAF WCQ
2033,Iñaki Williams,MF,Ghana,31,1994,6,4,377,4.2,2,0,2,2,0,0,0,0,0.48,0.0,0.48,0.48,0.48,Matches,CAF,CAF WCQ
2034,Ronwen Williams,GK,South Africa,34,1992,10,10,900,10.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF,CAF WCQ
2037,Yoane Wissa,"MF,FW",Congo DR,29,1996,8,8,560,6.2,3,2,5,3,0,0,0,0,0.48,0.32,0.8,0.48,0.8,Matches,CAF,CAF WCQ
2047,Siyanda Xulu,DF,South Africa,34,1991,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF,CAF WCQ
2056,Jawad El Yamiq,DF,Morocco,33,1992,4,4,333,3.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF,CAF WCQ
2059,Yannick,MF,Cape Verde,30,1995,6,6,464,5.2,1,0,1,1,0,0,0,0,0.19,0.0,0.19,0.19,0.19,Matches,CAF,CAF WCQ
2061,Taha Yassine Khenissi,FW,Tunisia,34,1992,1,1,89,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF,CAF WCQ
2065,Caleb Yirenkyi,"DF,MF",Ghana,20,2006,4,3,286,3.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF,CAF WCQ
2090,Ramiz Zerrouki,MF,Algeria,27,1998,5,3,297,3.3,1,0,1,1,0,0,0,0,0.3,0.0,0.3,0.3,0.3,Matches,CAF,CAF WCQ
2091,Luca Zidane,GK,Algeria,27,1998,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF,CAF WCQ
2093,Hakim Ziyech,MF,Morocco,32,1993,3,3,210,2.3,2,0,2,1,1,1,1,0,0.86,0.0,0.86,0.43,0.43,Matches,CAF,CAF WCQ
2094,Luck Zogbé,DF,Côte d'Ivoire,20,2005,2,2,150,1.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF,CAF WCQ
2095,Armel Zohouri,DF,Côte d'Ivoire,24,2001,2,1,94,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF,CAF WCQ
2096,Adem Zorgane,MF,Algeria,26,2000,2,2,158,1.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF,CAF WCQ
2098,Pacôme Zouzoua,MF,Côte d'Ivoire,28,1997,2,1,120,1.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CAF,CAF WCQ
2100,Themba Zwane,"MF,FW",South Africa,36,1989,4,4,346,3.8,1,0,1,1,0,0,0,0,0.26,0.0,0.26,0.26,0.26,Matches,CAF,CAF WCQ
9,Ricardo Adé,DF,Haiti,35,1990,10,10,899,10.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CONCACAF,CONCACAF WCQ
28,Michael Amir Murillo,"DF,MF",Panama,29,1996,8,7,675,7.5,0,3,3,0,0,0,0,0,0.0,0.4,0.4,0.0,0.4,Matches,CONCACAF,CONCACAF WCQ
31,Eduardo Anderson,DF,Panama,25,2001,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CONCACAF,CONCACAF WCQ
34,Andrés Andrade Cedeño,DF,Panama,27,1998,7,7,630,7.0,0,1,1,0,0,0,0,0,0.0,0.14,0.14,0.0,0.14,Matches,CONCACAF,CONCACAF WCQ
44,Jeremy Antonisse,FW,Curaçao,23,2002,7,3,286,3.2,1,1,2,1,0,0,1,0,0.31,0.31,0.63,0.31,0.63,Matches,CONCACAF,CONCACAF WCQ
51,Carlens Arcus,DF,Haiti,29,1996,9,9,749,8.3,0,1,1,0,0,0,3,0,0.0,0.12,0.12,0.0,0.12,Matches,CONCACAF,CONCACAF WCQ
58,Christopher Attys,MF,Haiti,24,2001,6,2,134,1.5,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,Matches,CONCACAF,CONCACAF WCQ
63,Abdiel Ayarza,MF,Panama,33,1992,1,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CONCACAF,CONCACAF WCQ
65,Juninho Bacuna,"MF,FW",Curaçao,28,1997,10,10,827,9.2,3,2,5,3,0,0,1,0,0.33,0.22,0.54,0.33,0.54,Matches,CONCACAF,CONCACAF WCQ
66,Leandro Bacuna,MF,Curaçao,34,1991,9,9,784,8.7,1,3,4,0,1,1,1,0,0.11,0.34,0.46,0.0,0.34,Matches,CONCACAF,CONCACAF WCQ
79,Riechedly Bazoer,DF,Curaçao,29,1996,2,2,143,1.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CONCACAF,CONCACAF WCQ
90,Jean-Ricner Bellegarde,MF,Haiti,27,1998,6,6,524,5.8,0,1,1,0,0,0,1,0,0.0,0.17,0.17,0.0,0.17,Matches,CONCACAF,CONCACAF WCQ
104,César Blackman,"MF,DF",Panama,27,1998,5,3,283,3.1,1,0,1,1,0,0,0,0,0.32,0.0,0.32,0.32,0.32,Matches,CONCACAF,CONCACAF WCQ
128,Joshua Brenet,"DF,MF",Curaçao,31,1994,6,5,468,5.2,0,2,2,0,0,0,0,0,0.0,0.38,0.38,0.0,0.38,Matches,CONCACAF,CONCACAF WCQ
135,Omar Browne,FW,Panama,31,1994,2,0,20,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,CONCACAF,CONCACAF WCQ
161,Mikaël Cantave,MF,Haiti,29,1996,2,0,50,0.6,0,1,1,0,0,0,0,0,0.0,1.8,1.8,0.0,1.8,Matches,CONCACAF,CONCACAF WCQ
170,Adalberto Carrasquilla,MF,Panama,27,1998,8,7,649,7.2,0,1,1,0,0,0,1,0,0.0,0.14,0.14,0.0,0.14,Matches,CONCACAF,CONCACAF WCQ
177,Josué Casimir,MF,Haiti,24,2001,4,4,320,3.6,0,1,1,0,0,0,0,0,0.0,0.28,0.28,0.0,0.28,Matches,CONCACAF,CONCACAF WCQ
184,Edward Cedeño,MF,Panama,22,2003,4,1,97,1.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches,CONCACAF,CONCACAF WCQ
204,Tahith Chong,MF,Curaçao,26,1999,2,1,116,1.3,2,1,3,2,0,0,0,0,1.55,0.78,2.33,1.55,2.33,Matches,CONCACAF,CONCACAF WCQ
215,Livano Comenencia,MF,Curaçao,21,2004,8,7,527,5.9,1,1,2,1,0,0,1,0,0.17,0.17,0.34,0.17,0.34,Matches,CONCACAF,CONCACAF WCQ
